time,rate
1985/9/13,2.9786
1985/9/16,2.9697
1985/9/17,2.9697
1985/9/18,2.9815
1985/9/19,2.9905
1985/9/20,2.9905
1985/9/23,2.9844
1985/9/24,2.9755
1985/9/25,2.9755
1985/9/26,2.9755
1985/9/27,2.9755
1985/9/30,2.9755
1985/10/1,2.9874
1985/10/2,2.9874
1985/10/3,3.0083
1985/10/4,3.0023
1985/10/7,3.0023
1985/10/8,3.0294
1985/10/9,3.0415
1985/10/10,3.0536
1985/10/11,3.0536
1985/10/15,3.0536
1985/10/16,3.0658
1985/10/17,3.0658
1985/10/18,3.0627
1985/10/21,3.0627
1985/10/22,3.0842
1985/10/23,3.1057
1985/10/24,3.1275
1985/10/25,3.1588
1985/10/28,3.1588
1985/10/29,3.1904
1985/10/30,3.2095
1985/10/31,3.2095
1985/11/1,3.2095
1985/11/4,3.2095
1985/11/5,3.2095
1985/11/6,3.2095
1985/11/7,3.2095
1985/11/8,3.2095
1985/11/12,3.2095
1985/11/13,3.2095
1985/11/14,3.2095
1985/11/15,3.2095
1985/11/18,3.192
1985/11/19,3.2095
1985/11/20,3.2095
1985/11/21,3.2095
1985/11/22,3.2095
1985/11/25,3.2095
1985/11/26,3.2095
1985/11/27,3.2095
1985/11/29,3.2095
1985/12/2,3.2095
1985/12/3,3.2095
1985/12/4,3.2095
1985/12/5,3.2095
1985/12/6,3.2095
1985/12/9,3.2095
1985/12/10,3.2095
1985/12/11,3.2095
1985/12/12,3.2095
1985/12/13,3.2095
1985/12/16,3.2095
1985/12/17,3.2095
1985/12/18,3.2095
1985/12/19,3.2095
1985/12/20,3.2095
1985/12/23,3.2095
1985/12/24,3.2095
1985/12/26,3.2095
1985/12/27,3.2095
1985/12/30,3.2095
1985/12/31,3.2095
1986/1/2,3.2095
1986/1/3,3.2095
1986/1/6,3.2095
1986/1/7,3.2095
1986/1/8,3.2095
1986/1/9,3.2095
1986/1/10,3.2095
1986/1/13,3.2095
1986/1/14,3.2095
1986/1/15,3.2095
1986/1/16,3.2095
1986/1/17,3.2095
1986/1/21,3.2095
1986/1/22,3.2095
1986/1/23,3.2095
1986/1/24,3.2095
1986/1/27,3.2095
1986/1/28,3.2095
1986/1/29,3.2095
1986/1/30,3.2095
1986/1/31,3.2095
1986/2/3,3.2095
1986/2/4,3.2095
1986/2/5,3.2159
1986/2/6,3.2159
1986/2/7,3.2159
1986/2/10,3.2159
1986/2/11,3.2159
1986/2/12,3.2159
1986/2/13,3.2159
1986/2/14,3.2159
1986/2/18,3.2159
1986/2/19,3.2159
1986/2/20,3.2159
1986/2/21,3.2159
1986/2/24,3.2159
1986/2/25,3.2159
1986/2/26,3.2159
1986/2/27,3.2159
1986/2/28,3.2159
1986/3/3,3.2159
1986/3/4,3.2159
1986/3/5,3.2159
1986/3/6,3.2159
1986/3/7,3.2159
1986/3/10,3.2159
1986/3/11,3.2159
1986/3/12,3.2159
1986/3/13,3.2191
1986/3/14,3.2191
1986/3/17,3.2191
1986/3/18,3.2191
1986/3/19,3.2191
1986/3/20,3.2191
1986/3/21,3.2191
1986/3/24,3.2191
1986/3/25,3.2288
1986/3/26,3.2288
1986/3/27,3.2288
1986/3/28,3.23
1986/3/31,3.2288
1986/4/1,3.2288
1986/4/2,3.2288
1986/4/3,3.2288
1986/4/4,3.2288
1986/4/7,3.2288
1986/4/8,3.2288
1986/4/9,3.2223
1986/4/10,3.2223
1986/4/11,3.2159
1986/4/14,3.2159
1986/4/15,3.2159
1986/4/16,3.2159
1986/4/17,3.2095
1986/4/18,3.2095
1986/4/21,3.2095
1986/4/22,3.2031
1986/4/23,3.2031
1986/4/24,3.1999
1986/4/25,3.1999
1986/4/28,3.1999
1986/4/29,3.1999
1986/4/30,3.1999
1986/5/1,3.1999
1986/5/2,3.2031
1986/5/5,3.2031
1986/5/6,3.1967
1986/5/7,3.1967
1986/5/8,3.1967
1986/5/9,3.1967
1986/5/12,3.1935
1986/5/13,3.1935
1986/5/14,3.1935
1986/5/15,3.1935
1986/5/16,3.1935
1986/5/19,3.1999
1986/5/20,3.1999
1986/5/21,3.2063
1986/5/22,3.2063
1986/5/23,3.2095
1986/5/27,3.2095
1986/5/28,3.2095
1986/5/29,3.2095
1986/5/30,3.2191
1986/6/2,3.2223
1986/6/3,3.2233
1986/6/4,3.2159
1986/6/5,3.2159
1986/6/6,3.2095
1986/6/9,3.2095
1986/6/10,3.2095
1986/6/11,3.2095
1986/6/12,3.2025
1986/6/13,3.2095
1986/6/16,3.2095
1986/6/17,3.2095
1986/6/18,3.2127
1986/6/19,3.2127
1986/6/20,3.2127
1986/6/23,3.2127
1986/6/24,3.2095
1986/6/25,3.2095
1986/6/26,3.2095
1986/6/27,3.2095
1986/6/30,3.2063
1986/7/1,3.2031
1986/7/2,3.2031
1986/7/3,3.2063
1986/7/7,3.7129
1986/7/8,3.7129
1986/7/9,3.7129
1986/7/10,3.7129
1986/7/11,3.7129
1986/7/14,3.7129
1986/7/15,3.7129
1986/7/16,3.7129
1986/7/17,3.7129
1986/7/18,3.7129
1986/7/21,3.7129
1986/7/22,3.7129
1986/7/23,3.7129
1986/7/24,3.7129
1986/7/25,3.7129
1986/7/28,3.7129
1986/7/29,3.7129
1986/7/30,3.7129
1986/7/31,3.7129
1986/8/1,3.7129
1986/8/4,3.7129
1986/8/5,3.7129
1986/8/6,3.7129
1986/8/7,3.7129
1986/8/8,3.7129
1986/8/11,3.7129
1986/8/12,3.7129
1986/8/13,3.7129
1986/8/14,3.7129
1986/8/15,3.7129
1986/8/18,3.7129
1986/8/19,3.7129
1986/8/20,3.7129
1986/8/21,3.7129
1986/8/22,3.7129
1986/8/25,3.7129
1986/8/26,3.7129
1986/8/27,3.7129
1986/8/28,3.7129
1986/8/29,3.7129
1986/9/2,3.7129
1986/9/3,3.7129
1986/9/4,3.7129
1986/9/5,3.7129
1986/9/8,3.7129
1986/9/9,3.7129
1986/9/10,3.7129
1986/9/11,3.7129
1986/9/12,3.7129
1986/9/15,3.7129
1986/9/16,3.7129
1986/9/17,3.7129
1986/9/18,3.7129
1986/9/19,3.7129
1986/9/22,3.7129
1986/9/23,3.7129
1986/9/24,3.7129
1986/9/25,3.724
1986/9/26,3.724
1986/9/29,3.724
1986/9/30,3.724
1986/10/1,3.724
1986/10/2,3.724
1986/10/3,3.724
1986/10/6,3.724
1986/10/7,3.724
1986/10/8,3.724
1986/10/9,3.724
1986/10/10,3.724
1986/10/14,3.724
1986/10/15,3.724
1986/10/16,3.724
1986/10/17,3.724
1986/10/20,3.724
1986/10/21,3.724
1986/10/22,3.724
1986/10/23,3.724
1986/10/24,3.724
1986/10/27,3.7314
1986/10/28,3.7314
1986/10/29,3.7314
1986/10/30,3.7314
1986/10/31,3.7314
1986/11/3,3.7314
1986/11/4,3.7314
1986/11/5,3.7314
1986/11/6,3.7314
1986/11/7,3.7314
1986/11/10,3.7314
1986/11/12,3.7314
1986/11/13,3.7314
1986/11/14,3.7314
1986/11/17,3.7314
1986/11/18,3.7314
1986/11/19,3.7314
1986/11/20,3.7314
1986/11/21,3.7314
1986/11/24,3.7314
1986/11/25,3.7314
1986/11/26,3.7314
1986/11/28,3.7314
1986/12/1,3.7314
1986/12/2,3.7314
1986/12/3,3.7314
1986/12/4,3.7314
1986/12/5,3.7314
1986/12/8,3.7314
1986/12/9,3.7314
1986/12/10,3.7314
1986/12/11,3.7314
1986/12/12,3.7314
1986/12/15,3.7314
1986/12/16,3.7314
1986/12/17,3.7314
1986/12/18,3.7314
1986/12/19,3.7314
1986/12/22,3.7314
1986/12/23,3.7314
1986/12/24,3.7314
1986/12/26,3.7314
1986/12/29,3.7314
1986/12/30,3.7314
1986/12/31,3.7314
1987/1/2,3.7314
1987/1/5,3.7314
1987/1/6,3.7314
1987/1/7,3.7314
1987/1/8,3.7314
1987/1/9,3.7314
1987/1/12,3.7314
1987/1/13,3.7314
1987/1/14,3.7314
1987/1/15,3.7314
1987/1/16,3.7314
1987/1/20,3.7314
1987/1/21,3.7314
1987/1/22,3.7314
1987/1/23,3.7314
1987/1/26,3.7314
1987/1/27,3.7314
1987/1/28,3.7314
1987/1/29,3.7314
1987/1/30,3.7314
1987/2/2,3.7314
1987/2/3,3.7314
1987/2/4,3.7314
1987/2/5,3.7314
1987/2/6,3.7314
1987/2/9,3.7314
1987/2/10,3.7314
1987/2/11,3.7314
1987/2/12,3.7314
1987/2/13,3.7314
1987/2/17,3.7314
1987/2/18,3.7314
1987/2/19,3.7314
1987/2/20,3.7314
1987/2/23,3.7314
1987/2/24,3.7314
1987/2/25,3.7314
1987/2/26,3.7314
1987/2/27,3.7314
1987/3/2,3.7314
1987/3/3,3.7314
1987/3/4,3.7314
1987/3/5,3.7314
1987/3/6,3.7314
1987/3/9,3.7314
1987/3/10,3.7314
1987/3/11,3.7314
1987/3/12,3.7314
1987/3/13,3.7314
1987/3/16,3.7314
1987/3/17,3.7314
1987/3/18,3.7314
1987/3/19,3.7314
1987/3/20,3.7314
1987/3/23,3.7314
1987/3/24,3.7314
1987/3/25,3.7314
1987/3/26,3.7314
1987/3/27,3.7314
1987/3/30,3.7314
1987/3/31,3.7314
1987/4/1,3.7314
1987/4/2,3.7314
1987/4/3,3.7314
1987/4/6,3.7314
1987/4/7,3.7314
1987/4/8,3.7314
1987/4/9,3.7314
1987/4/10,3.7314
1987/4/13,3.7314
1987/4/14,3.7314
1987/4/15,3.7314
1987/4/16,3.7314
1987/4/17,3.7314
1987/4/20,3.7314
1987/4/21,3.7314
1987/4/22,3.7314
1987/4/23,3.7314
1987/4/24,3.7314
1987/4/27,3.7314
1987/4/28,3.7314
1987/4/29,3.7314
1987/4/30,3.7314
1987/5/1,3.7314
1987/5/4,3.7314
1987/5/5,3.7314
1987/5/6,3.7314
1987/5/7,3.7314
1987/5/8,3.7314
1987/5/11,3.7314
1987/5/12,3.7314
1987/5/13,3.7314
1987/5/14,3.7314
1987/5/15,3.7314
1987/5/18,3.7314
1987/5/19,3.7314
1987/5/20,3.7314
1987/5/21,3.7314
1987/5/22,3.7314
1987/5/26,3.7314
1987/5/27,3.7314
1987/5/28,3.7314
1987/5/29,3.7314
1987/6/1,3.7314
1987/6/2,3.7314
1987/6/3,3.7314
1987/6/4,3.7314
1987/6/5,3.7314
1987/6/8,3.7314
1987/6/9,3.7314
1987/6/10,3.7314
1987/6/11,3.7314
1987/6/12,3.7314
1987/6/15,3.7314
1987/6/16,3.7314
1987/6/17,3.7314
1987/6/18,3.7314
1987/6/19,3.7314
1987/6/22,3.7314
1987/6/23,3.7314
1987/6/24,3.7314
1987/6/25,3.7314
1987/6/26,3.7314
1987/6/29,3.7314
1987/6/30,3.7314
1987/7/1,3.7314
1987/7/2,3.7314
1987/7/3,3.7314
1987/7/6,3.7314
1987/7/7,3.7314
1987/7/8,3.7314
1987/7/9,3.7314
1987/7/10,3.7314
1987/7/13,3.7314
1987/7/14,3.7314
1987/7/15,3.7314
1987/7/16,3.7314
1987/7/17,3.7314
1987/7/20,3.7314
1987/7/21,3.7314
1987/7/22,3.7314
1987/7/23,3.7314
1987/7/24,3.7314
1987/7/27,3.7314
1987/7/28,3.7314
1987/7/29,3.7314
1987/7/30,3.7314
1987/7/31,3.7314
1987/8/3,3.7314
1987/8/4,3.7314
1987/8/5,3.7314
1987/8/6,3.7314
1987/8/7,3.7314
1987/8/10,3.7314
1987/8/11,3.7314
1987/8/12,3.7314
1987/8/13,3.7314
1987/8/14,3.7314
1987/8/17,3.7314
1987/8/18,3.7314
1987/8/19,3.7314
1987/8/20,3.7314
1987/8/21,3.7314
1987/8/24,3.7314
1987/8/25,3.7314
1987/8/26,3.7314
1987/8/27,3.7314
1987/8/28,3.7314
1987/8/31,3.7314
1987/9/1,3.7314
1987/9/2,3.7314
1987/9/3,3.7314
1987/9/4,3.7314
1987/9/8,3.7314
1987/9/9,3.7314
1987/9/10,3.7314
1987/9/11,3.7314
1987/9/14,3.7314
1987/9/15,3.7314
1987/9/16,3.7314
1987/9/17,3.7314
1987/9/18,3.7314
1987/9/21,3.7314
1987/9/22,3.7314
1987/9/23,3.7314
1987/9/24,3.7314
1987/9/25,3.7314
1987/9/28,3.7314
1987/9/29,3.7314
1987/9/30,3.7314
1987/10/1,3.7314
1987/10/2,3.7314
1987/10/5,3.7314
1987/10/6,3.7314
1987/10/7,3.7314
1987/10/8,3.7314
1987/10/9,3.7314
1987/10/13,3.7314
1987/10/14,3.7314
1987/10/15,3.7314
1987/10/16,3.7314
1987/10/19,3.7314
1987/10/20,3.7314
1987/10/21,3.7314
1987/10/22,3.7314
1987/10/23,3.7314
1987/10/26,3.7314
1987/10/27,3.7314
1987/10/28,3.7314
1987/10/29,3.7314
1987/10/30,3.7314
1987/11/2,3.7314
1987/11/3,3.7314
1987/11/4,3.7314
1987/11/5,3.7314
1987/11/6,3.7314
1987/11/9,3.7314
1987/11/10,3.7314
1987/11/12,3.7314
1987/11/13,3.7314
1987/11/16,3.7314
1987/11/17,3.7314
1987/11/18,3.7314
1987/11/19,3.7314
1987/11/20,3.7314
1987/11/23,3.7314
1987/11/24,3.7314
1987/11/25,3.7314
1987/11/27,3.7314
1987/11/30,3.7314
1987/12/1,3.7314
1987/12/2,3.7314
1987/12/3,3.7314
1987/12/4,3.7314
1987/12/7,3.7314
1987/12/8,3.7314
1987/12/9,3.7314
1987/12/10,3.7314
1987/12/11,3.7314
1987/12/14,3.7314
1987/12/15,3.7314
1987/12/16,3.7314
1987/12/17,3.7314
1987/12/18,3.7314
1987/12/21,3.7314
1987/12/22,3.7314
1987/12/23,3.7314
1987/12/24,3.7314
1987/12/28,3.7314
1987/12/29,3.7314
1987/12/30,3.7314
1987/12/31,3.7314
1988/1/4,3.7314
1988/1/5,3.7314
1988/1/6,3.7314
1988/1/7,3.7314
1988/1/8,3.7314
1988/1/11,3.7314
1988/1/12,3.7314
1988/1/13,3.7314
1988/1/14,3.7314
1988/1/15,3.7314
1988/1/19,3.7314
1988/1/20,3.7314
1988/1/21,3.7314
1988/1/22,3.7314
1988/1/25,3.7314
1988/1/26,3.7314
1988/1/27,3.7314
1988/1/28,3.7314
1988/1/29,3.7314
1988/2/1,3.7314
1988/2/2,3.7314
1988/2/3,3.7314
1988/2/4,3.7314
1988/2/5,3.7314
1988/2/8,3.7314
1988/2/9,3.7314
1988/2/10,3.7314
1988/2/11,3.7314
1988/2/12,3.7314
1988/2/16,3.7314
1988/2/17,3.7314
1988/2/18,3.7314
1988/2/19,3.7314
1988/2/22,3.7314
1988/2/23,3.7314
1988/2/24,3.7314
1988/2/25,3.7314
1988/2/26,3.7314
1988/2/29,3.7314
1988/3/1,3.7314
1988/3/2,3.7314
1988/3/3,3.7314
1988/3/4,3.7314
1988/3/7,3.7314
1988/3/8,3.7314
1988/3/9,3.7314
1988/3/10,3.7314
1988/3/11,3.7314
1988/3/14,3.7314
1988/3/15,3.7314
1988/3/16,3.7314
1988/3/17,3.7314
1988/3/18,3.7314
1988/3/21,3.7314
1988/3/22,3.7314
1988/3/23,3.7314
1988/3/24,3.7314
1988/3/25,3.7314
1988/3/28,3.7314
1988/3/29,3.7314
1988/3/30,3.7314
1988/3/31,3.7314
1988/4/1,3.7314
1988/4/4,3.7314
1988/4/5,3.7314
1988/4/6,3.7314
1988/4/7,3.7314
1988/4/8,3.7314
1988/4/11,3.7314
1988/4/12,3.7314
1988/4/13,3.7314
1988/4/14,3.7314
1988/4/15,3.7314
1988/4/18,3.7314
1988/4/19,3.7314
1988/4/20,3.7314
1988/4/21,3.7314
1988/4/22,3.7314
1988/4/25,3.7314
1988/4/26,3.7314
1988/4/27,3.7314
1988/4/28,3.7314
1988/4/29,3.7314
1988/5/2,3.7314
1988/5/3,3.7314
1988/5/4,3.7314
1988/5/5,3.7314
1988/5/6,3.7314
1988/5/9,3.7314
1988/5/10,3.7314
1988/5/11,3.7314
1988/5/12,3.7314
1988/5/13,3.7314
1988/5/16,3.7314
1988/5/17,3.7314
1988/5/18,3.7314
1988/5/19,3.7314
1988/5/20,3.7314
1988/5/23,3.7314
1988/5/24,3.7314
1988/5/25,3.7314
1988/5/26,3.7314
1988/5/27,3.7314
1988/5/31,3.7314
1988/6/1,3.7314
1988/6/2,3.7314
1988/6/3,3.7314
1988/6/6,3.7314
1988/6/7,3.7314
1988/6/8,3.7314
1988/6/9,3.7314
1988/6/10,3.7314
1988/6/13,3.7314
1988/6/14,3.7314
1988/6/15,3.7314
1988/6/16,3.7314
1988/6/17,3.7314
1988/6/20,3.7314
1988/6/21,3.7314
1988/6/22,3.7314
1988/6/23,3.7314
1988/6/24,3.7314
1988/6/27,3.7314
1988/6/28,3.7314
1988/6/29,3.7314
1988/6/30,3.7314
1988/7/1,3.7314
1988/7/5,3.7314
1988/7/6,3.7314
1988/7/7,3.7314
1988/7/8,3.7314
1988/7/11,3.7314
1988/7/12,3.7314
1988/7/13,3.7314
1988/7/14,3.7314
1988/7/15,3.7314
1988/7/18,3.7314
1988/7/19,3.7314
1988/7/20,3.7314
1988/7/21,3.7314
1988/7/22,3.7314
1988/7/25,3.7314
1988/7/26,3.7314
1988/7/27,3.7314
1988/7/28,3.7314
1988/7/29,3.7314
1988/8/1,3.7314
1988/8/2,3.7314
1988/8/3,3.7314
1988/8/4,3.7314
1988/8/5,3.7314
1988/8/8,3.7314
1988/8/9,3.7314
1988/8/10,3.7314
1988/8/11,3.7314
1988/8/12,3.7314
1988/8/15,3.7314
1988/8/16,3.7314
1988/8/17,3.7314
1988/8/18,3.7314
1988/8/19,3.7314
1988/8/22,3.7314
1988/8/23,3.7314
1988/8/24,3.7314
1988/8/25,3.7314
1988/8/26,3.7314
1988/8/29,3.7314
1988/8/30,3.7314
1988/8/31,3.7314
1988/9/1,3.7314
1988/9/2,3.7314
1988/9/6,3.7314
1988/9/7,3.7314
1988/9/8,3.7314
1988/9/9,3.7314
1988/9/12,3.7314
1988/9/13,3.7314
1988/9/14,3.7314
1988/9/15,3.7314
1988/9/16,3.7314
1988/9/19,3.7314
1988/9/20,3.7314
1988/9/21,3.7314
1988/9/22,3.7314
1988/9/23,3.7314
1988/9/26,3.7314
1988/9/27,3.7314
1988/9/28,3.7314
1988/9/29,3.7314
1988/9/30,3.7314
1988/10/3,3.7314
1988/10/4,3.7314
1988/10/5,3.7314
1988/10/6,3.7314
1988/10/7,3.7314
1988/10/11,3.7314
1988/10/12,3.7314
1988/10/13,3.7314
1988/10/14,3.7314
1988/10/17,3.7314
1988/10/18,3.7314
1988/10/19,3.7314
1988/10/20,3.7314
1988/10/21,3.7314
1988/10/24,3.7314
1988/10/25,3.7314
1988/10/26,3.7314
1988/10/27,3.7314
1988/10/28,3.7314
1988/10/31,3.7314
1988/11/1,3.7314
1988/11/2,3.7314
1988/11/3,3.7314
1988/11/4,3.7314
1988/11/7,3.7314
1988/11/8,3.7314
1988/11/9,3.7314
1988/11/10,3.7314
1988/11/14,3.7314
1988/11/15,3.7314
1988/11/16,3.7314
1988/11/17,3.7314
1988/11/18,3.7314
1988/11/21,3.7314
1988/11/22,3.7314
1988/11/23,3.7314
1988/11/25,3.7314
1988/11/28,3.7314
1988/11/29,3.7314
1988/11/30,3.7314
1988/12/1,3.7314
1988/12/2,3.7314
1988/12/5,3.7314
1988/12/6,3.7314
1988/12/7,3.7314
1988/12/8,3.7314
1988/12/9,3.7314
1988/12/12,3.7314
1988/12/13,3.7314
1988/12/14,3.7314
1988/12/15,3.7314
1988/12/16,3.7314
1988/12/19,3.7314
1988/12/20,3.7314
1988/12/21,3.7314
1988/12/22,3.7314
1988/12/23,3.7314
1988/12/27,3.7314
1988/12/28,3.7314
1988/12/29,3.7314
1988/12/30,3.7314
1989/1/3,3.7314
1989/1/4,3.7314
1989/1/5,3.7314
1989/1/6,3.7314
1989/1/9,3.7314
1989/1/10,3.7314
1989/1/11,3.7314
1989/1/12,3.7314
1989/1/13,3.7314
1989/1/17,3.7314
1989/1/18,3.7314
1989/1/19,3.7314
1989/1/20,3.7314
1989/1/23,3.7314
1989/1/24,3.7314
1989/1/25,3.7314
1989/1/26,3.7314
1989/1/27,3.7314
1989/1/30,3.7314
1989/1/31,3.7314
1989/2/1,3.7314
1989/2/2,3.7314
1989/2/3,3.7314
1989/2/6,3.7314
1989/2/7,3.7314
1989/2/8,3.7314
1989/2/9,3.7314
1989/2/10,3.7314
1989/2/13,3.7314
1989/2/14,3.7314
1989/2/15,3.7314
1989/2/16,3.7314
1989/2/17,3.7314
1989/2/21,3.7314
1989/2/22,3.7314
1989/2/23,3.7314
1989/2/24,3.7314
1989/2/27,3.7314
1989/2/28,3.7314
1989/3/1,3.7314
1989/3/2,3.7314
1989/3/3,3.7314
1989/3/6,3.7314
1989/3/7,3.7314
1989/3/8,3.7314
1989/3/9,3.7314
1989/3/10,3.7314
1989/3/13,3.7314
1989/3/14,3.7314
1989/3/15,3.7314
1989/3/16,3.7314
1989/3/17,3.7314
1989/3/20,3.7314
1989/3/21,3.7314
1989/3/22,3.7314
1989/3/23,3.7314
1989/3/24,3.7314
1989/3/27,3.7314
1989/3/28,3.7314
1989/3/29,3.7314
1989/3/30,3.7314
1989/3/31,3.7314
1989/4/3,3.7314
1989/4/4,3.7314
1989/4/5,3.7314
1989/4/6,3.7314
1989/4/7,3.7314
1989/4/10,3.7314
1989/4/11,3.7314
1989/4/12,3.7314
1989/4/13,3.7314
1989/4/14,3.7314
1989/4/17,3.7314
1989/4/18,3.7314
1989/4/19,3.7314
1989/4/20,3.7314
1989/4/21,3.7314
1989/4/24,3.7314
1989/4/25,3.7314
1989/4/26,3.7314
1989/4/27,3.7314
1989/4/28,3.7314
1989/5/1,3.7314
1989/5/2,3.7314
1989/5/3,3.7314
1989/5/4,3.7314
1989/5/5,3.7314
1989/5/8,3.7314
1989/5/9,3.7314
1989/5/10,3.7314
1989/5/11,3.7314
1989/5/12,3.7314
1989/5/15,3.7314
1989/5/16,3.7314
1989/5/17,3.7314
1989/5/18,3.7314
1989/5/19,3.7314
1989/5/22,3.7314
1989/5/23,3.7314
1989/5/24,3.7314
1989/5/25,3.7314
1989/5/26,3.7314
1989/5/30,3.7314
1989/5/31,3.7314
1989/6/1,3.7314
1989/6/2,3.7314
1989/6/5,3.7314
1989/6/6,3.7314
1989/6/7,3.7314
1989/6/8,3.7314
1989/6/9,3.7314
1989/6/12,3.7314
1989/6/13,3.7314
1989/6/14,3.7314
1989/6/15,3.7314
1989/6/16,3.7314
1989/6/19,3.7314
1989/6/20,3.7314
1989/6/21,3.7314
1989/6/22,3.7314
1989/6/23,3.7318
1989/6/26,3.7314
1989/6/27,3.7314
1989/6/28,3.7314
1989/6/29,3.7314
1989/6/30,3.7314
1989/7/3,3.7314
1989/7/5,3.7314
1989/7/6,3.7314
1989/7/7,3.7314
1989/7/10,3.7314
1989/7/11,3.7314
1989/7/12,3.7314
1989/7/13,3.7314
1989/7/14,3.7314
1989/7/17,3.7314
1989/7/18,3.7314
1989/7/19,3.7314
1989/7/20,3.7314
1989/7/21,3.7314
1989/7/24,3.7314
1989/7/25,3.7314
1989/7/26,3.7314
1989/7/27,3.7314
1989/7/28,3.7314
1989/7/31,3.7314
1989/8/1,3.7314
1989/8/2,3.7314
1989/8/3,3.7314
1989/8/4,3.7314
1989/8/7,3.7314
1989/8/8,3.7314
1989/8/9,3.7314
1989/8/10,3.7314
1989/8/11,3.7314
1989/8/14,3.7314
1989/8/15,3.7314
1989/8/16,3.7314
1989/8/17,3.7314
1989/8/18,3.7314
1989/8/21,3.7314
1989/8/22,3.7314
1989/8/23,3.7314
1989/8/24,3.7314
1989/8/25,3.7314
1989/8/28,3.7314
1989/8/29,3.7314
1989/8/30,3.7314
1989/8/31,3.7314
1989/9/1,3.7314
1989/9/5,3.7314
1989/9/6,3.7314
1989/9/7,3.7314
1989/9/8,3.7314
1989/9/11,3.7314
1989/9/12,3.7314
1989/9/13,3.7314
1989/9/14,3.7314
1989/9/15,3.7314
1989/9/18,3.7314
1989/9/19,3.7314
1989/9/20,3.7314
1989/9/21,3.7314
1989/9/22,3.7314
1989/9/25,3.7314
1989/9/26,3.7314
1989/9/27,3.7314
1989/9/28,3.7314
1989/9/29,3.7314
1989/10/2,3.7314
1989/10/3,3.7314
1989/10/4,3.7314
1989/10/5,3.7314
1989/10/6,3.7314
1989/10/10,3.7314
1989/10/11,3.7314
1989/10/12,3.7314
1989/10/13,3.7314
1989/10/16,3.7314
1989/10/17,3.7314
1989/10/18,3.7314
1989/10/19,3.7314
1989/10/20,3.7314
1989/10/23,3.7314
1989/10/24,3.7314
1989/10/25,3.7314
1989/10/26,3.7314
1989/10/27,3.7314
1989/10/30,3.7314
1989/10/31,3.7314
1989/11/1,3.7314
1989/11/2,3.7314
1989/11/3,3.7314
1989/11/6,3.7314
1989/11/7,3.7314
1989/11/8,3.7314
1989/11/9,3.7314
1989/11/10,3.7314
1989/11/13,3.7314
1989/11/14,3.7314
1989/11/15,3.7314
1989/11/16,3.7314
1989/11/17,3.7314
1989/11/20,3.7314
1989/11/21,3.7314
1989/11/22,3.7314
1989/11/24,3.7314
1989/11/27,3.7314
1989/11/28,3.7314
1989/11/29,3.7314
1989/11/30,3.7314
1989/12/1,3.7314
1989/12/4,3.7314
1989/12/5,3.7314
1989/12/6,3.7314
1989/12/7,3.7314
1989/12/8,3.7314
1989/12/11,3.7314
1989/12/12,3.7314
1989/12/13,3.7314
1989/12/14,3.7314
1989/12/15,3.7314
1989/12/18,4.7339
1989/12/19,4.7339
1989/12/20,4.7339
1989/12/21,4.7339
1989/12/22,4.7339
1989/12/26,4.7339
1989/12/27,4.7339
1989/12/28,4.7339
1989/12/29,4.7339
1990/1/2,4.7339
1990/1/3,4.7339
1990/1/4,4.7339
1990/1/5,4.7339
1990/1/8,4.7339
1990/1/9,4.7339
1990/1/10,4.7339
1990/1/11,4.7339
1990/1/12,4.7339
1990/1/16,4.7339
1990/1/17,4.7339
1990/1/18,4.7339
1990/1/19,4.7339
1990/1/22,4.7339
1990/1/23,4.7339
1990/1/24,4.7339
1990/1/25,4.7339
1990/1/26,4.7339
1990/1/29,4.7339
1990/1/30,4.7339
1990/1/31,4.7339
1990/2/1,4.7339
1990/2/2,4.7339
1990/2/5,4.7339
1990/2/6,4.7339
1990/2/7,4.7339
1990/2/8,4.7339
1990/2/9,4.7339
1990/2/12,4.7339
1990/2/13,4.7339
1990/2/14,4.7339
1990/2/15,4.7339
1990/2/16,4.7339
1990/2/20,4.7339
1990/2/21,4.7339
1990/2/22,4.7339
1990/2/23,4.7339
1990/2/26,4.7339
1990/2/27,4.7339
1990/2/28,4.7339
1990/3/1,4.7339
1990/3/2,4.7339
1990/3/5,4.7339
1990/3/6,4.7339
1990/3/7,4.7339
1990/3/8,4.7339
1990/3/9,4.7339
1990/3/12,4.7339
1990/3/13,4.7339
1990/3/14,4.7339
1990/3/15,4.7339
1990/3/16,4.7339
1990/3/19,4.7339
1990/3/20,4.7339
1990/3/21,4.7339
1990/3/22,4.7339
1990/3/23,4.7339
1990/3/26,4.7339
1990/3/27,4.7339
1990/3/28,4.7339
1990/3/29,4.7339
1990/3/30,4.7339
1990/4/2,4.7334
1990/4/3,4.7334
1990/4/4,4.7339
1990/4/5,4.7339
1990/4/6,4.7339
1990/4/9,4.7339
1990/4/10,4.7339
1990/4/11,4.7339
1990/4/12,4.7339
1990/4/13,4.7339
1990/4/16,4.7339
1990/4/17,4.7339
1990/4/18,4.7339
1990/4/19,4.7339
1990/4/20,4.7339
1990/4/23,4.7339
1990/4/24,4.7339
1990/4/25,4.7339
1990/4/26,4.7339
1990/4/27,4.7339
1990/4/30,4.7339
1990/5/1,4.7339
1990/5/2,4.7339
1990/5/3,4.7339
1990/5/4,4.7339
1990/5/7,4.7339
1990/5/8,4.7339
